age,workclass,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,income,region
34,Private,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,35,>50K,Latin America
35,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Latin America
49,Private,3,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,Latin America
52,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,Latin America
66,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,Latin America
44,Private,3,Married-civ-spouse,Other-service,Husband,White,Male,35,>50K,Latin America
47,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,>50K,Latin America
26,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
34,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,>50K,Latin America
22,Private,9,Married-civ-spouse,Other-service,Husband,Other,Male,40,>50K,Latin America
37,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,>50K,Latin America
29,Private,3,Married-civ-spouse,Transport-moving,Husband,White,Male,51,>50K,Latin America
38,Private,11,Married-civ-spouse,Transport-moving,Husband,White,Male,49,>50K,Latin America
48,Private,3,Married-civ-spouse,Transport-moving,Husband,White,Male,46,>50K,Latin America
35,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,>50K,Latin America
39,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,46,>50K,Latin America
37,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
21,Private,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,30,>50K,Latin America
30,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Latin America
37,Private,3,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,49,>50K,Latin America
33,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,47,>50K,Latin America
38,Private,13,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,Latin America
27,Private,14,Never-married,Other-service,Not-in-family,White,Female,46,>50K,Latin America
41,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
45,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,>50K,Latin America
32,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
33,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,35,>50K,Latin America
31,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,45,>50K,Latin America
30,Private,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,51,>50K,Latin America
26,Private,4,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,Latin America
32,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,53,>50K,Latin America
36,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,>50K,Latin America
48,Private,3,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,Latin America
31,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,40,>50K,Latin America
30,Private,3,Married-civ-spouse,Other-service,Husband,White,Male,48,>50K,Latin America
35,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,25,>50K,Latin America
33,Private,3,Married-civ-spouse,Other-service,Husband,White,Male,47,>50K,Latin America
32,Private,3,Married-civ-spouse,Transport-moving,Husband,White,Male,47,>50K,Latin America
42,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,Latin America
29,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,46,>50K,Latin America
34,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,44,>50K,Latin America
43,Private,4,Married-civ-spouse,Exec-managerial,Wife,White,Female,54,>50K,Latin America
36,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
35,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,>50K,Latin America
50,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Latin America
42,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,35,>50K,Latin America
62,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,>50K,Latin America
27,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,Latin America
44,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
51,Private,3,Married-civ-spouse,Other-service,Husband,White,Male,47,>50K,Latin America
45,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
21,Private,2,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,45,>50K,Latin America
28,Private,4,Married-civ-spouse,Craft-repair,Wife,White,Female,40,>50K,Latin America
38,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,52,>50K,Latin America
30,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,53,>50K,Latin America
31,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,49,>50K,Latin America
37,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,41,>50K,Latin America
36,Private,14,Never-married,Exec-managerial,Not-in-family,White,Female,50,>50K,Latin America
24,Private,13,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,>50K,Latin America
38,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,47,>50K,Latin America
31,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K,Latin America
32,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Latin America
35,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
33,Private,13,Married-spouse-absent,Other-service,Not-in-family,Other,Female,40,>50K,Latin America
37,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Latin America
35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,>50K,Latin America
33,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,54,>50K,Latin America
45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
36,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,60,>50K,Latin America
32,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Latin America
42,Private,3,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,>50K,Latin America
31,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,48,>50K,Latin America
19,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,>50K,Latin America
36,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,49,>50K,Latin America
23,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,48,>50K,Latin America
25,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,47,>50K,Latin America
27,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Latin America
56,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
58,Private,10,Divorced,Craft-repair,Unmarried,White,Male,46,>50K,Latin America
39,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,47,>50K,Latin America
38,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,>50K,Latin America
37,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,47,>50K,Latin America
46,Private,3,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,Latin America
35,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,>50K,Latin America
50,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
22,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,40,>50K,Latin America
31,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,>50K,Latin America
25,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,Latin America
28,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Latin America
35,Private,10,Divorced,Other-service,Not-in-family,White,Female,53,>50K,Latin America
51,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,Latin America
38,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,51,>50K,Latin America
43,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,Latin America
41,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,>50K,Latin America
44,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
44,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
54,Private,2,Married-civ-spouse,Other-service,Husband,Black,Male,48,>50K,Latin America
28,Private,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,>50K,Latin America
53,Private,4,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,>50K,Latin America
45,Private,4,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,Latin America
31,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
38,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,>50K,Latin America
43,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,>50K,Latin America
45,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,>50K,Latin America
45,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
25,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,51,>50K,Latin America
23,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,47,>50K,Latin America
33,Private,4,Married-civ-spouse,Other-service,Wife,White,Female,40,>50K,Latin America
37,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Latin America
59,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,Latin America
48,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
32,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,42,>50K,Latin America
28,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,45,>50K,Latin America
35,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,50,>50K,Latin America
48,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
28,Private,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,50,>50K,Latin America
34,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,48,>50K,Latin America
32,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Latin America
28,Private,4,Married-civ-spouse,Other-service,Wife,Other,Female,60,>50K,Latin America
60,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Latin America
34,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,Latin America
37,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,54,>50K,Latin America
44,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
23,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,53,>50K,Latin America
43,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
32,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
26,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46,>50K,Latin America
36,Private,13,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,>50K,Latin America
32,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,>50K,Latin America
34,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
27,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
36,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,47,>50K,Latin America
50,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Latin America
35,Private,9,Married-civ-spouse,Other-service,Wife,Other,Female,40,>50K,Latin America
21,Private,4,Married-civ-spouse,Craft-repair,Wife,Other,Female,36,>50K,Latin America
48,Private,3,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,>50K,Latin America
37,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
39,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
59,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
33,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Latin America
43,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
55,Private,3,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,Latin America
27,Private,11,Separated,Transport-moving,Unmarried,White,Male,42,>50K,Latin America
54,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
32,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,48,>50K,Latin America
37,Private,10,Separated,Craft-repair,Not-in-family,White,Male,47,>50K,Latin America
32,Private,11,Married-civ-spouse,Transport-moving,Husband,White,Male,50,>50K,Latin America
34,Private,3,Married-civ-spouse,Transport-moving,Husband,White,Male,51,>50K,Latin America
29,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,>50K,Latin America
32,Private,10,Married-civ-spouse,Exec-managerial,Husband,Other,Male,57,>50K,Latin America
57,Private,10,Widowed,Other-service,Not-in-family,White,Male,53,>50K,Latin America
42,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
51,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,46,>50K,Latin America
35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,>50K,Latin America
45,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,47,>50K,Latin America
32,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
28,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,>50K,Latin America
33,Private,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
34,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,53,>50K,Latin America
30,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,46,>50K,Latin America
32,Private,14,Divorced,Adm-clerical,Unmarried,White,Male,48,>50K,Latin America
29,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,>50K,Latin America
60,Private,14,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
49,Private,14,Never-married,Exec-managerial,Not-in-family,White,Male,47,>50K,Latin America
29,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,>50K,Latin America
34,Private,13,Never-married,Other-service,Not-in-family,White,Male,40,>50K,Latin America
50,Private,9,Married-civ-spouse,Other-service,Wife,Other,Male,35,>50K,Latin America
22,Private,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,47,>50K,Latin America
37,Private,13,Divorced,Farming-fishing,Unmarried,White,Male,40,>50K,Latin America
37,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
36,Private,3,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,50,>50K,Latin America
34,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
26,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
63,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
34,Private,13,Separated,Craft-repair,Not-in-family,White,Male,40,>50K,Latin America
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,>50K,Latin America
36,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,47,>50K,Latin America
40,Private,3,Married-civ-spouse,Craft-repair,Wife,White,Female,40,>50K,Latin America
39,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,45,>50K,Latin America
34,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
34,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,>50K,Latin America
33,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,53,>50K,Latin America
36,Private,3,Married-civ-spouse,Other-service,Wife,Other,Female,40,>50K,Latin America
36,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Latin America
46,Private,2,Married-civ-spouse,Craft-repair,Husband,White,Male,52,>50K,Latin America
43,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
41,Private,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,40,>50K,Latin America
23,Private,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,60,>50K,Latin America
54,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
29,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,>50K,Latin America
23,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
37,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,40,>50K,Latin America
32,Private,11,Separated,Transport-moving,Not-in-family,White,Male,40,>50K,Latin America
45,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Latin America
42,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Latin America
29,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
58,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
24,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,47,>50K,Latin America
45,Private,3,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,Latin America
36,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
55,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,>50K,Latin America
46,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,>50K,Latin America
28,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
36,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,Latin America
32,Private,11,Married-spouse-absent,Transport-moving,Not-in-family,Other,Male,50,>50K,Latin America
42,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,>50K,Latin America
31,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,48,>50K,Latin America
36,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,25,>50K,Latin America
66,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,60,>50K,Latin America
53,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,>50K,Latin America
48,Private,3,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,>50K,Latin America
48,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,46,>50K,Latin America
32,Private,11,Divorced,Craft-repair,Unmarried,White,Male,40,>50K,Latin America
33,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,51,>50K,Latin America
44,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
35,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
59,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
32,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
55,Private,13,Never-married,Handlers-cleaners,Unmarried,White,Male,40,>50K,Latin America
47,Private,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,47,>50K,Latin America
51,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
26,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,49,>50K,Latin America
33,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,40,>50K,Latin America
48,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,47,>50K,Latin America
33,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
50,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,49,>50K,Latin America
34,Private,9,Married-civ-spouse,Other-service,Wife,White,Male,48,>50K,Latin America
44,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,47,>50K,Latin America
44,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
55,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,54,>50K,Latin America
38,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,53,>50K,Latin America
47,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
30,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,47,>50K,Latin America
34,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,48,>50K,Latin America
21,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
54,Private,4,Married-civ-spouse,Other-service,Wife,White,Female,35,>50K,Latin America
51,Private,4,Married-civ-spouse,Craft-repair,Husband,Other,Male,49,>50K,Latin America
34,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,50,>50K,Latin America
27,Private,11,Married-spouse-absent,Sales,Not-in-family,White,Male,51,>50K,Latin America
38,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
40,Private,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,48,>50K,Latin America
48,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,55,>50K,Latin America
34,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Latin America
38,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,46,>50K,Latin America
41,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,41,>50K,Latin America
29,Private,11,Divorced,Other-service,Not-in-family,White,Female,46,>50K,Latin America
49,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,52,>50K,Latin America
28,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,>50K,Latin America
35,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Latin America
47,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,40,>50K,Latin America
31,Private,4,Married-civ-spouse,Other-service,Wife,White,Female,60,>50K,Latin America
31,Private,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,>50K,Latin America
51,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,52,>50K,Latin America
54,Private,3,Married-civ-spouse,Other-service,Wife,White,Female,47,>50K,Latin America
42,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,Latin America
36,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
50,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,>50K,Latin America
32,Private,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,40,>50K,Latin America
57,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,51,>50K,Latin America
39,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,47,>50K,Latin America
33,Private,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,40,>50K,Latin America
38,Private,3,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
48,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,Latin America
38,Private,3,Married-civ-spouse,Other-service,Husband,White,Male,50,>50K,Latin America
47,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,46,>50K,Latin America
53,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
43,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,52,>50K,Latin America
47,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
32,Private,4,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K,Latin America
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,47,>50K,Latin America
48,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,53,>50K,Latin America
41,Private,4,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,Latin America
33,Private,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
42,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,55,>50K,Latin America
46,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
32,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Latin America
32,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,51,>50K,Latin America
36,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
34,Private,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,>50K,Latin America
31,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,54,>50K,Latin America
25,Private,13,Divorced,Prof-specialty,Unmarried,White,Female,50,>50K,Latin America
33,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,35,>50K,Latin America
31,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,60,>50K,Latin America
43,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,51,>50K,Latin America
36,Private,3,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,Latin America
29,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,60,>50K,Latin America
33,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
44,Private,4,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,Latin America
33,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,>50K,Latin America
50,Private,3,Married-civ-spouse,Transport-moving,Husband,White,Male,52,>50K,Latin America
49,Private,9,Married-civ-spouse,Exec-managerial,Husband,Other,Male,49,>50K,Latin America
36,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Latin America
33,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46,>50K,Latin America
32,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,>50K,Latin America
33,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,>50K,Latin America
41,Private,4,Married-civ-spouse,Other-service,Wife,White,Female,52,>50K,Latin America
51,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
32,Private,4,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,Latin America
30,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K,Latin America
56,Private,3,Married-civ-spouse,Transport-moving,Husband,Other,Male,40,>50K,Latin America
36,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,Latin America
31,Private,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,>50K,Latin America
23,Private,13,Separated,Other-service,Unmarried,White,Female,50,>50K,Latin America
40,Private,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,35,>50K,Latin America
34,Private,4,Married-civ-spouse,Exec-managerial,Husband,Other,Male,40,>50K,Latin America
45,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,>50K,Latin America
38,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,46,>50K,Latin America
33,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,Latin America
37,Private,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,>50K,Latin America
29,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,>50K,Latin America
